"rules","support","confidence","coverage","lift","count"
"{ALONSO=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.156862745098039,1,0.156862745098039,1.26446280991736,24
"{JIMMY=0,RICK=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.104575163398693,1,0.104575163398693,1.26446280991736,16
"{ALONSO=0,JIMMY=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.111111111111111,1,0.111111111111111,1.26446280991736,17
"{STEEVE=0,RICK=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.124183006535948,1,0.124183006535948,1.26446280991736,19
"{ALONSO=0,RICK=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.130718954248366,1,0.130718954248366,1.26446280991736,20
"{STEEVE=0,ALONSO=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.130718954248366,1,0.130718954248366,1.26446280991736,20
"{STEEVE=0,ALONSO=0,RICK=0,YURIKO=1,WIN=0} => {SHELDA=0}",0.111111111111111,1,0.111111111111111,1.26446280991736,17
"{STEEVE=1,FRANCOIS=0,WIN=0} => {ALONSO=0}",0.124183006535948,1,0.124183006535948,1.07746478873239,19
"{STEEVE=0,FRANCOIS=1,WIN=0} => {RICK=0}",0.222222222222222,0.971428571428571,0.228758169934641,1.3890520694259,34
"{STEEVE=0,FRANCOIS=1,SHELDA=0,WIN=0} => {RICK=0}",0.202614379084967,0.96875,0.209150326797386,1.38522196261682,31
"{STEEVE=0,FRANCOIS=1,ALONSO=0,WIN=0} => {RICK=0}",0.202614379084967,0.96875,0.209150326797386,1.38522196261682,31
"{RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.196078431372549,0.967741935483871,0.202614379084967,1.62708259482453,30
"{ALONSO=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.183006535947712,0.96551724137931,0.189542483660131,1.62334217506631,28
"{STEEVE=0,FRANCOIS=1,ALONSO=0,SHELDA=0,WIN=0} => {RICK=0}",0.183006535947712,0.96551724137931,0.189542483660131,1.38059941991621,28
"{FRANCOIS=0,YURIKO=0,WIN=0} => {ALONSO=0}",0.183006535947712,0.96551724137931,0.189542483660131,1.04031083050024,28
"{STEEVE=0,FRANCOIS=1,JIMMY=0,WIN=0} => {RICK=0}",0.176470588235294,0.964285714285714,0.183006535947712,1.37883845126836,27
"{YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.176470588235294,0.964285714285714,0.183006535947712,1.03898390342052,27
"{STEEVE=0,FRANCOIS=1,JIMMY=0,WIN=0} => {ALONSO=0}",0.176470588235294,0.964285714285714,0.183006535947712,1.03898390342052,27
"{STEEVE=0,ALONSO=0,JIMMY=0,RICK=0,WIN=0} => {FRANCOIS=1}",0.169934640522876,0.962962962962963,0.176470588235294,2.26666666666667,26
"{STEEVE=0,FRANCOIS=1,ALONSO=0,JIMMY=0,WIN=0} => {RICK=0}",0.169934640522876,0.962962962962963,0.176470588235294,1.37694704049844,26
"{STEEVE=0,FRANCOIS=1,JIMMY=0,RICK=0,WIN=0} => {ALONSO=0}",0.169934640522876,0.962962962962963,0.176470588235294,1.03755868544601,26
"{STEEVE=0,JIMMY=0,BARBARA=1,WIN=0} => {RICK=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.37491013659238,25
"{STEEVE=0,FRANCOIS=1,JIMMY=0,SHELDA=0,WIN=0} => {RICK=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.37491013659238,25
"{STEEVE=1,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{FRANCOIS=1,BARBARA=1,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{FRANCOIS=1,JIMMY=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{FRANCOIS=1,RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{FRANCOIS=1,JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{STEEVE=0,FRANCOIS=1,JIMMY=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.163398692810458,0.961538461538462,0.169934640522876,1.03602383531961,25
"{STEEVE=0,ALONSO=0,JIMMY=0,RICK=0,SHELDA=0,WIN=0} => {FRANCOIS=1}",0.156862745098039,0.96,0.163398692810458,2.25969230769231,24
"{STEEVE=0,FRANCOIS=1,ALONSO=0,JIMMY=0,SHELDA=0,WIN=0} => {RICK=0}",0.156862745098039,0.96,0.163398692810458,1.37271028037383,24
"{YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.156862745098039,0.96,0.163398692810458,1.0343661971831,24
"{STEEVE=0,FRANCOIS=1,JIMMY=0,RICK=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.156862745098039,0.96,0.163398692810458,1.0343661971831,24
"{STEEVE=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.61126373626374,23
"{STEEVE=0,JIMMY=0,BARBARA=1,SHELDA=0,WIN=0} => {RICK=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.37032710280374,23
"{STEEVE=0,ALONSO=0,JIMMY=0,BARBARA=1,WIN=0} => {RICK=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.37032710280374,23
"{FRANCOIS=1,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.03257042253521,23
"{FRANCOIS=1,JIMMY=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.03257042253521,23
"{FRANCOIS=1,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.03257042253521,23
"{FRANCOIS=1,JIMMY=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.150326797385621,0.958333333333333,0.156862745098039,1.03257042253521,23
"{STEEVE=0,ALONSO=0,JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {FRANCOIS=1}",0.143790849673203,0.956521739130435,0.150326797385621,2.25150501672241,22
"{STEEVE=0,FRANCOIS=1,BARBARA=1,WIN=0} => {ALONSO=0}",0.143790849673203,0.956521739130435,0.150326797385621,1.03061849357012,22
"{JIMMY=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.143790849673203,0.956521739130435,0.150326797385621,1.03061849357012,22
"{STEEVE=0,FRANCOIS=1,JIMMY=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.143790849673203,0.956521739130435,0.150326797385621,1.03061849357012,22
"{STEEVE=0,FRANCOIS=1,RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.143790849673203,0.956521739130435,0.150326797385621,1.03061849357012,22
"{STEEVE=0,FRANCOIS=1,JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.143790849673203,0.956521739130435,0.150326797385621,1.03061849357012,22
"{STEEVE=0,ALONSO=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.60489510489511,21
"{STEEVE=0,FRANCOIS=1,YURIKO=0,WIN=0} => {RICK=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.36491079014444,21
"{STEEVE=0,ALONSO=0,JIMMY=0,BARBARA=1,SHELDA=0,WIN=0} => {RICK=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.36491079014444,21
"{RICK=1,WIN=0} => {ALONSO=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.02848911651729,21
"{STEEVE=1,YURIKO=0,WIN=0} => {ALONSO=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.02848911651729,21
"{RICK=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.137254901960784,0.954545454545455,0.143790849673203,1.02848911651729,21
"{STEEVE=0,ALONSO=0,JIMMY=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {FRANCOIS=1}",0.130718954248366,0.952380952380952,0.137254901960784,2.24175824175824,20
"{FRANCOIS=1,WIN=0} => {RICK=0}",0.261437908496732,0.952380952380952,0.274509803921569,1.36181575433912,40
"{STEEVE=1,JIMMY=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{FRANCOIS=0,JIMMY=1,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{STEEVE=0,FRANCOIS=1,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{JIMMY=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{STEEVE=0,FRANCOIS=1,JIMMY=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{STEEVE=0,FRANCOIS=1,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{STEEVE=0,FRANCOIS=1,JIMMY=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.130718954248366,0.952380952380952,0.137254901960784,1.0261569416499,20
"{BARBARA=1,WIN=0} => {ALONSO=0}",0.254901960784314,0.951219512195122,0.26797385620915,1.02490553074545,39
"{SHELDA=1,WIN=0} => {ALONSO=0}",0.124183006535948,0.95,0.130718954248366,1.02359154929577,19
"{YURIKO=0,SHELDA=1,WIN=0} => {ALONSO=0}",0.124183006535948,0.95,0.130718954248366,1.02359154929577,19
"{FRANCOIS=0,RICK=1,WIN=0} => {ALONSO=0}",0.124183006535948,0.95,0.130718954248366,1.02359154929577,19
"{STEEVE=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.124183006535948,0.95,0.130718954248366,1.02359154929577,19
"{JIMMY=0,RICK=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.124183006535948,0.95,0.130718954248366,1.02359154929577,19
"{JIMMY=0,RICK=0,YURIKO=0,SHELDA=0,WIN=0} => {BARBARA=1}",0.117647058823529,0.947368421052632,0.124183006535948,2.37618636755824,18
"{STEEVE=0,RICK=0,YURIKO=0,SHELDA=0,WIN=0} => {FRANCOIS=1}",0.117647058823529,0.947368421052632,0.124183006535948,2.22995951417004,18
"{RICK=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.117647058823529,0.947368421052632,0.124183006535948,1.59282822440717,18
"{FRANCOIS=1,ALONSO=0,WIN=0} => {RICK=0}",0.235294117647059,0.947368421052632,0.248366013071895,1.35464830300049,36
"{STEEVE=0,FRANCOIS=1,YURIKO=0,SHELDA=0,WIN=0} => {RICK=0}",0.117647058823529,0.947368421052632,0.124183006535948,1.35464830300049,18
"{STEEVE=0,FRANCOIS=1,ALONSO=0,YURIKO=0,WIN=0} => {RICK=0}",0.117647058823529,0.947368421052632,0.124183006535948,1.35464830300049,18
"{BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.235294117647059,0.947368421052632,0.248366013071895,1.02075611564122,36
"{FRANCOIS=0,YURIKO=0,BARBARA=0,WIN=0} => {ALONSO=0}",0.117647058823529,0.947368421052632,0.124183006535948,1.02075611564122,18
"{RICK=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.117647058823529,0.947368421052632,0.124183006535948,1.02075611564122,18
"{FRANCOIS=1,SHELDA=0,WIN=0} => {RICK=0}",0.228758169934641,0.945945945945946,0.241830065359477,1.35261429653953,35
"{ALONSO=0,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {JIMMY=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.58791208791209,17
"{JIMMY=0,BARBARA=1,WIN=0} => {SHELDA=0}",0.222222222222222,0.944444444444444,0.235294117647059,1.19421487603306,34
"{RICK=1,YURIKO=0,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{JIMMY=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.222222222222222,0.944444444444444,0.235294117647059,1.01760563380282,34
"{JIMMY=0,YURIKO=1,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{STEEVE=1,JIMMY=0,YURIKO=0,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{FRANCOIS=1,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{JIMMY=0,YURIKO=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{FRANCOIS=1,JIMMY=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{FRANCOIS=1,RICK=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{FRANCOIS=1,JIMMY=0,RICK=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{JIMMY=0,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.111111111111111,0.944444444444444,0.117647058823529,1.01760563380282,17
"{FRANCOIS=1,JIMMY=0,WIN=0} => {RICK=0}",0.215686274509804,0.942857142857143,0.228758169934641,1.34819759679573,33
"{FRANCOIS=1,JIMMY=0,WIN=0} => {ALONSO=0}",0.215686274509804,0.942857142857143,0.228758169934641,1.0158953722334,33
"{FRANCOIS=1,JIMMY=0,RICK=0,YURIKO=0,SHELDA=0,WIN=0} => {BARBARA=1}",0.104575163398693,0.941176470588235,0.111111111111111,2.36065573770492,16
"{RICK=0,BARBARA=1,WIN=0} => {JIMMY=0}",0.209150326797386,0.941176470588235,0.222222222222222,1.58241758241758,32
"{ALONSO=0,JIMMY=0,BARBARA=1,WIN=0} => {SHELDA=0}",0.209150326797386,0.941176470588235,0.222222222222222,1.1900826446281,32
"{BARBARA=0,SHELDA=1,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{STEEVE=1,RICK=0,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{STEEVE=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.209150326797386,0.941176470588235,0.222222222222222,1.01408450704225,32
"{YURIKO=0,BARBARA=0,SHELDA=1,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{JIMMY=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.209150326797386,0.941176470588235,0.222222222222222,1.01408450704225,32
"{STEEVE=0,RICK=0,YURIKO=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{STEEVE=0,YURIKO=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.104575163398693,0.941176470588235,0.111111111111111,1.01408450704225,16
"{FRANCOIS=1,ALONSO=0,JIMMY=0,WIN=0} => {RICK=0}",0.202614379084967,0.939393939393939,0.215686274509804,1.34324553950722,31
"{FRANCOIS=1,ALONSO=0,SHELDA=0,WIN=0} => {RICK=0}",0.202614379084967,0.939393939393939,0.215686274509804,1.34324553950722,31
"{FRANCOIS=1,JIMMY=0,RICK=0,WIN=0} => {ALONSO=0}",0.202614379084967,0.939393939393939,0.215686274509804,1.01216389244558,31
"{ALONSO=0,RICK=0,BARBARA=1,WIN=0} => {JIMMY=0}",0.196078431372549,0.9375,0.209150326797386,1.57623626373626,30
"{JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {SHELDA=0}",0.196078431372549,0.9375,0.209150326797386,1.18543388429752,30
"{JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.196078431372549,0.9375,0.209150326797386,1.01012323943662,30
"{FRANCOIS=1,JIMMY=0,SHELDA=0,WIN=0} => {RICK=0}",0.189542483660131,0.935483870967742,0.202614379084967,1.33765450708472,29
"{STEEVE=0,BARBARA=1,WIN=0} => {ALONSO=0}",0.189542483660131,0.935483870967742,0.202614379084967,1.00795093139482,29
"{RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.189542483660131,0.935483870967742,0.202614379084967,1.00795093139482,29
"{FRANCOIS=1,JIMMY=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.189542483660131,0.935483870967742,0.202614379084967,1.00795093139482,29
"{ALONSO=0,JIMMY=0,RICK=0,BARBARA=1,WIN=0} => {SHELDA=0}",0.183006535947712,0.933333333333333,0.196078431372549,1.1801652892562,28
"{JIMMY=0,RICK=0,BARBARA=1,SHELDA=0,WIN=0} => {ALONSO=0}",0.183006535947712,0.933333333333333,0.196078431372549,1.0056338028169,28
"{STEEVE=0,JIMMY=0,RICK=0,WIN=0} => {FRANCOIS=1}",0.176470588235294,0.931034482758621,0.189542483660131,2.19151193633952,27
"{FRANCOIS=1,YURIKO=0,WIN=0} => {RICK=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.33129229777635,27
"{STEEVE=0,JIMMY=0,SHELDA=0,WIN=0} => {RICK=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.33129229777635,27
"{FRANCOIS=1,ALONSO=0,JIMMY=0,SHELDA=0,WIN=0} => {RICK=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.33129229777635,27
"{STEEVE=0,JIMMY=0,RICK=0,WIN=0} => {SHELDA=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.17725847819892,27
"{STEEVE=0,JIMMY=0,RICK=0,WIN=0} => {ALONSO=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.00315687226809,27
"{STEEVE=0,JIMMY=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.00315687226809,27
"{FRANCOIS=1,JIMMY=0,RICK=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.176470588235294,0.931034482758621,0.189542483660131,1.00315687226809,27
"{STEEVE=0,FRANCOIS=1,JIMMY=0,WIN=0} => {SHELDA=0}",0.169934640522876,0.928571428571429,0.183006535947712,1.1741440377804,26
"{FRANCOIS=0,WIN=0} => {ALONSO=0}",0.254901960784314,0.928571428571429,0.274509803921569,1.00050301810865,39
"{JIMMY=0,WIN=0} => {ALONSO=0}",0.339869281045752,0.928571428571429,0.366013071895425,1.00050301810865,52
"{JIMMY=0,RICK=0,WIN=0} => {ALONSO=0}",0.254901960784314,0.928571428571429,0.274509803921569,1.00050301810865,39
"{JIMMY=0,SHELDA=0,WIN=0} => {ALONSO=0}",0.254901960784314,0.928571428571429,0.274509803921569,1.00050301810865,39
