"rules","support","confidence","coverage","lift","count"
"{RICK=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.124183006535948,0.863636363636364,0.143790849673203,1.57305194805195,19
"{JIMMY=0,RICK=0,YURIKO=0,SHELDA=0} => {WIN=0}",0.124183006535948,0.863636363636364,0.143790849673203,1.57305194805195,19
"{STEEVE=1,JIMMY=0,YURIKO=0} => {WIN=0}",0.117647058823529,0.857142857142857,0.137254901960784,1.56122448979592,18
"{FRANCOIS=1,BARBARA=1,SHELDA=0} => {WIN=0}",0.156862745098039,0.857142857142857,0.183006535947712,1.56122448979592,24
"{FRANCOIS=1,JIMMY=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.156862745098039,0.857142857142857,0.183006535947712,1.56122448979592,24
"{FRANCOIS=1,RICK=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.156862745098039,0.857142857142857,0.183006535947712,1.56122448979592,24
"{FRANCOIS=1,JIMMY=0,RICK=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.156862745098039,0.857142857142857,0.183006535947712,1.56122448979592,24
"{JIMMY=0,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.117647058823529,0.857142857142857,0.137254901960784,1.56122448979592,18
"{ALONSO=0,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.117647058823529,0.857142857142857,0.137254901960784,1.56122448979592,18
"{FRANCOIS=1,JIMMY=0,RICK=0,SHELDA=0} => {WIN=0}",0.189542483660131,0.852941176470588,0.222222222222222,1.55357142857143,29
"{FRANCOIS=1,ALONSO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.150326797385621,0.851851851851852,0.176470588235294,1.5515873015873,23
"{FRANCOIS=1,ALONSO=0,JIMMY=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.150326797385621,0.851851851851852,0.176470588235294,1.5515873015873,23
"{FRANCOIS=1,ALONSO=0,RICK=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.150326797385621,0.851851851851852,0.176470588235294,1.5515873015873,23
"{FRANCOIS=1,ALONSO=0,JIMMY=0,RICK=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.150326797385621,0.851851851851852,0.176470588235294,1.5515873015873,23
"{STEEVE=1,ALONSO=0,JIMMY=0,YURIKO=0} => {WIN=0}",0.111111111111111,0.85,0.130718954248366,1.54821428571429,17
"{FRANCOIS=1,JIMMY=0,RICK=0,YURIKO=0,SHELDA=0} => {WIN=0}",0.111111111111111,0.85,0.130718954248366,1.54821428571429,17
"{ALONSO=0,JIMMY=0,RICK=0,YURIKO=0,SHELDA=0} => {WIN=0}",0.111111111111111,0.85,0.130718954248366,1.54821428571429,17
"{ALONSO=0,JIMMY=0,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.111111111111111,0.85,0.130718954248366,1.54821428571429,17
"{FRANCOIS=1,ALONSO=0,JIMMY=0,RICK=0,SHELDA=0} => {WIN=0}",0.176470588235294,0.84375,0.209150326797386,1.53683035714286,27
"{FRANCOIS=1,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.104575163398693,0.842105263157895,0.124183006535948,1.53383458646617,16
"{FRANCOIS=1,JIMMY=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.104575163398693,0.842105263157895,0.124183006535948,1.53383458646617,16
"{FRANCOIS=1,RICK=0,YURIKO=0,BARBARA=1,SHELDA=0} => {WIN=0}",0.104575163398693,0.842105263157895,0.124183006535948,1.53383458646617,16
"{STEEVE=0,ALONSO=0,RICK=0,YURIKO=0,SHELDA=0} => {WIN=0}",0.104575163398693,0.842105263157895,0.124183006535948,1.53383458646617,16
