"rules","support","confidence","coverage","lift","count"
"{FRANCOIS=0,JIMMY=1,BARBARA=0,WIN=1} => {ALONSO=0}",0.130718954248366,0.909090909090909,0.143790849673203,0.979513444302177,20
"{STEEVE=0,FRANCOIS=0,BARBARA=0,WIN=1} => {ALONSO=0}",0.130718954248366,0.909090909090909,0.143790849673203,0.979513444302177,20
"{JIMMY=1,RICK=0,BARBARA=0,SHELDA=0,WIN=1} => {ALONSO=0}",0.130718954248366,0.909090909090909,0.143790849673203,0.979513444302177,20
"{STEEVE=0,FRANCOIS=0,YURIKO=1,SHELDA=0,WIN=1} => {ALONSO=0}",0.130718954248366,0.909090909090909,0.143790849673203,0.979513444302177,20
"{JIMMY=1,SHELDA=0,WIN=1} => {BARBARA=0}",0.189542483660131,0.90625,0.209150326797386,1.50713315217391,29
"{JIMMY=1,SHELDA=0,WIN=1} => {ALONSO=0}",0.189542483660131,0.90625,0.209150326797386,0.976452464788732,29
"{STEEVE=0,ALONSO=0,JIMMY=1,BARBARA=0,WIN=1} => {SHELDA=0}",0.124183006535948,0.904761904761905,0.137254901960784,1.14403778040142,19
"{FRANCOIS=0,JIMMY=1,BARBARA=0,SHELDA=0,WIN=1} => {ALONSO=0}",0.124183006535948,0.904761904761905,0.137254901960784,0.974849094567404,19
"{ALONSO=0,JIMMY=1,WIN=1} => {BARBARA=0}",0.183006535947712,0.903225806451613,0.202614379084967,1.50210378681627,28
"{JIMMY=1,BARBARA=0,WIN=1} => {ALONSO=0}",0.183006535947712,0.903225806451613,0.202614379084967,0.973194002726034,28
"{BARBARA=1,WIN=1} => {STEEVE=0}",0.117647058823529,0.9,0.130718954248366,1.24054054054054,18
"{YURIKO=0,SHELDA=0,WIN=1} => {ALONSO=0}",0.117647058823529,0.9,0.130718954248366,0.969718309859155,18
"{STEEVE=0,FRANCOIS=0,JIMMY=1,WIN=1} => {ALONSO=0}",0.117647058823529,0.9,0.130718954248366,0.969718309859155,18
